,colsample_bytree,max_depth,min_child_weight,train,n_estimators,valid
0,0.304166308208,6.0,263.0,0.1737884,3097,0.149327436549
1,0.615082182968,15.0,2.0,0.1049728,356,0.0994335293792
2,0.664821987212,2.0,58.0,0.1400786,3390,0.132660115378
3,0.178665677614,3.0,2.0,0.1292646,2237,0.124041244123
4,0.26736878098,2.0,66.0,0.139806,4299,0.13080051247
5,0.218267630356,6.0,1026.0,0.4925738,922,0.435025677037
6,0.644765713863,6.0,96.0,0.1268582,1671,0.117578777412
7,0.599313062408,7.0,3.0,0.1038984,497,0.100689847565
8,0.449225998106,19.0,181.0,0.1506392,2530,0.13206349694
9,0.845773877537,8.0,517.0,0.2950576,999,0.239118296192
10,0.198600510803,3.0,29.0,0.1252078,2237,0.120873922012
11,0.664971090454,10.0,659.0,0.380345,980,0.288885128693
12,0.275858358051,7.0,198.0,0.1564708,3148,0.13555946517
13,0.292115695807,4.0,3.0,0.1137156,1397,
14,0.725833870832,3.0,1902.0,0.693145,5,0.658569764659
15,0.391624774969,14.0,401.0,0.2300782,2561,0.186485368027
16,0.94080100771,15.0,51.0,0.1150396,943,0.106251970555
17,0.100886298772,3.0,397.0,0.2379108,4396,0.197479943104
18,0.138729773775,11.0,1539.0,0.6183498,27,0.613872200452
19,0.690386234956,12.0,1362.0,0.5517754,90,0.532874907956
20,0.52450046006,19.0,7.0,0.102917,527,0.0985575682234
21,0.498597876764,19.0,7.0,0.1044114,577,0.0979727988422
22,0.811037994928,9.0,10.0,0.1034636,608,0.100993709451
23,0.814085313073,17.0,13.0,0.1035834,659,0.0992553291515
24,0.955522663786,9.0,9.0,0.1042478,503,0.0972656979283
25,0.770738431705,13.0,19.0,0.10501,750,0.102025379625
26,0.887165109007,17.0,1.0,0.1096098,389,0.105498473934
27,0.549910360459,10.0,5.0,0.1020758,503,0.100118641648
28,0.380608372782,17.0,5.0,0.1049718,515,0.103562614652
29,0.54480249333,11.0,25.0,0.1074872,903,0.100993960511
30,0.370989757748,15.0,1.0,0.107811,542,0.106194412214
31,0.564336502632,13.0,2.0,0.1045676,384,0.101670120877
32,0.488160609292,20.0,5.0,0.1037604,499,0.101865167968
33,0.544948802764,10.0,1.0,0.1045042,363,0.0996740681917
34,0.731899531084,16.0,16.0,0.105284,621,0.0989628173019
35,0.457417479215,5.0,4.0,0.1071778,864,0.104079537062
36,0.606411134525,12.0,2.0,0.1043776,401,0.102293924919
37,0.412255333415,8.0,42.0,0.1158782,937,0.110433400288
38,0.509555179756,1.0,98.0,0.3687072,2279,0.353189806348
39,0.347711222146,19.0,2895.0,0.693145,5,0.693146534026
40,0.229771049811,5.0,2.0,0.1117874,924,0.109133551182
41,0.337923477536,14.0,78.0,0.1251208,1455,0.115302726295
42,0.631414153874,7.0,29.0,0.1103882,819,0.104136199328
43,0.449035579793,9.0,150.0,0.1440508,1965,0.125524630706
44,0.572767888378,18.0,3.0,0.1034994,470,0.101501586136
45,0.684601112018,12.0,8.0,0.103705,486,0.0995012189179
46,0.886721298844,8.0,13.0,0.104288,690,0.100494887097
47,0.242265010036,14.0,1.0,0.115964,786,0.113452793442
48,0.743144489863,16.0,6.0,0.1022718,506,0.100091689689
49,0.999227750585,13.0,45.0,0.1139326,851,0.105310105714
50,0.74388355216,16.0,4.0,0.1030992,406,0.100933965906
51,0.865091645214,11.0,33.0,0.1109272,727,0.103376480242
52,0.671191565743,16.0,21.0,0.1071548,790,0.103002413157
53,0.929831500947,6.0,2.0,0.1038962,556,0.103699569598
54,0.808305132892,10.0,6.0,0.1049064,484,0.0990054155779
55,0.589195397523,20.0,3.0,0.1039656,413,0.102008549907
56,0.772494621444,2.0,12.0,0.1327764,3755,
57,0.158268733894,15.0,1.0,0.1297412,1412,0.125631276538
58,0.709299084705,7.0,114.0,0.1327708,1662,0.116758496657
59,0.63131151338,18.0,65.0,0.118847,1224,0.107999348845
60,0.769447300956,9.0,4.0,0.1029778,432,0.101297643248
61,0.420272163424,5.0,226.0,0.1614302,3046,0.140371977004
62,0.983680228301,12.0,324.0,0.1982634,2245,0.162707885835
63,0.647393564701,14.0,16.0,0.1058274,663,0.0995981599168
64,0.312038298194,4.0,1.0,0.1153682,1052,0.111906817579
65,0.510495508106,19.0,7.0,0.102917,527,0.0985575682234
66,0.530748496866,18.0,6.0,0.1039614,484,0.099037748551
67,0.461527446905,20.0,10.0,0.105057,573,0.10000525719
68,0.492542976769,17.0,3.0,0.104587,395,0.100386420804
69,0.600617051885,13.0,21.0,0.1072044,711,0.100749002189
70,0.708445579858,11.0,37.0,0.111778,918,0.103917136673
71,0.525919224786,16.0,2.0,0.1040782,451,0.101360356483
72,0.430541993559,19.0,706.0,0.4080318,1141,0.311023616754
73,0.573675414072,18.0,5.0,0.1027792,466,0.100762786394
74,0.558475570406,10.0,1.0,0.1047282,422,0.0998236501932
75,0.848506016627,15.0,16.0,0.104689,729,0.0996589792799
76,0.793091471702,18.0,5.0,0.1031296,474,0.100584341872
77,0.579304786752,17.0,11.0,0.103775,587,0.100631151289
78,0.656369808101,14.0,54.0,0.1166322,1115,0.105689847917
79,0.75289996422,13.0,26.0,0.1081056,720,0.102949340059
80,0.622116841582,15.0,9.0,0.1042258,560,0.0991822065277
81,0.478356203643,7.0,2.0,0.1034018,474,0.0994951809104
82,0.709798942163,12.0,1.0,0.1066812,391,0.104833711408
83,0.916000985573,16.0,3.0,0.1041058,375,0.100121135348
84,0.837120074689,11.0,2.0,0.1047842,384,0.104822519903
85,0.355654090011,20.0,4.0,0.1049796,539,0.10361449696
86,0.677902176595,8.0,8.0,0.104149,548,0.0973603570732
87,0.317899401718,6.0,78.0,0.1253622,1722,0.114941381629
88,0.287485881724,9.0,14.0,0.1092528,802,0.104017516627
89,0.472115835875,10.0,146.0,0.1408792,2397,0.125779675255
90,0.613834797897,15.0,6.0,0.103894,482,0.0983432099922
91,0.39064804418,18.0,1.0,0.1087786,540,0.10718273944
92,0.789293101161,12.0,19.0,0.10598,633,0.0975874832253
93,0.259816109011,17.0,3.0,0.1103694,674,0.108794221776
94,0.545061331201,8.0,2.0,0.1017142,450,0.0996057561595
95,0.208379939337,6.0,2.0,0.110679,878,0.10709366494
96,0.696777017343,4.0,1.0,0.109622,984,
97,0.895896394808,8.0,1.0,0.1033366,369,0.099187018847
98,0.964376503136,9.0,4.0,0.1029866,364,0.100612966868
99,0.54476881872,2.0,1.0,0.1473042,2904,0.14692204781
