,colsample_bytree,max_depth,min_child_weight,train,n_estimators,valid
0,0.304166308208,6.0,263.0,0.2174888,2043,0.199822704475
1,0.615082182968,15.0,2.0,0.1475148,183,0.137845157291
2,0.664821987212,2.0,58.0,0.186361,2163,0.173483929128
3,0.178665677614,3.0,2.0,0.1966412,1445,0.185217175096
4,0.26736878098,2.0,66.0,0.188179,2623,0.175387063205
5,0.218267630356,6.0,1026.0,0.420453,217,0.389208515035
6,0.644765713863,6.0,96.0,0.1705732,1152,0.153130720737
7,0.599313062408,7.0,3.0,0.1444084,352,0.138471601372
8,0.449225998106,19.0,181.0,0.1949684,1805,0.174841651934
9,0.845773877537,8.0,517.0,0.3140314,756,0.265289933277
10,0.198600510803,3.0,29.0,0.185043,1811,0.174448338694
11,0.664971090454,10.0,659.0,0.3509766,826,0.313951731459
12,0.275858358051,7.0,198.0,0.2018112,2137,0.183389216718
13,0.292115695807,4.0,3.0,0.168165,1029,0.158632838187
14,0.725833870832,3.0,1902.0,0.693146,1,0.675004537687
15,0.391624774969,14.0,401.0,0.2619512,1470,0.234006215187
16,0.94080100771,15.0,51.0,0.154131,698,0.141654462428
17,0.100886298772,3.0,397.0,0.277349,3394,0.245009153362
18,0.138729773775,11.0,1539.0,0.5903796,37,0.587037424989
19,0.690386234956,12.0,1362.0,0.519566,41,0.507454945538
20,0.52450046006,19.0,7.0,0.147701,260,0.139821628952
21,0.799623231912,16.0,9.0,0.144052,260,0.134583017132
22,0.799913071787,17.0,10.0,0.1448598,262,0.137331614847
23,0.978137044069,9.0,14.0,0.143906,322,0.135775249488
24,0.976480180906,13.0,17.0,0.1431658,334,0.13508093081
25,0.999802236215,9.0,19.0,0.14488,371,0.137276116027
26,0.974989451234,12.0,21.0,0.1453614,393,0.133206958406
27,0.905119465928,13.0,5.0,0.1442454,192,0.135553982616
28,0.891129187427,10.0,16.0,0.1441278,338,0.135112349169
29,0.766707660537,17.0,35.0,0.151003,518,0.138811953718
30,0.997415518527,9.0,112.0,0.1749046,1010,0.158995236768
31,0.858255677894,13.0,1.0,0.1493188,140,0.140508813166
32,0.533844687233,11.0,1.0,0.152219,202,0.139706076934
33,0.937269576749,14.0,13.0,0.1428952,263,0.136296399269
34,0.381998829049,18.0,4.0,0.1562764,293,0.145002675969
35,0.932939358734,15.0,42.0,0.1514934,537,0.139364622268
36,0.733437870295,14.0,2.0,0.1447208,156,0.135258666677
37,0.601542826344,16.0,79.0,0.165068,836,0.147608018165
38,0.837045228343,13.0,2895.0,0.693146,1,0.693147182465
39,0.469699859621,20.0,6.0,0.1501636,247,0.139770286365
